"id","word_en","word_de","part_of_speech","topic","status","correct_streak","times_seen","wrong_count","half_count","last_seen","last_result","difficulty","notes"
"seed-041","embarrassing","peinlich","adjective","gefühle","new","0","0","0","0","","","B1",""
"seed-042","the mood","die Stimmung","noun","gefühle","new","0","0","0","0","","","B1",""
"seed-043","the fear","die Angst","noun","gefühle","learning","1","4","1","2","2026-06-15","correct","A2",""
"seed-044","to trust","vertrauen","verb","gefühle","new","0","0","0","0","","","B1",""
"seed-045","the train station","der Bahnhof","noun","transport","learning","1","3","0","1","2026-06-18","correct","A2",""
"seed-046","the platform","der Bahnsteig","noun","transport","mastered","3","9","4","0","2026-06-21","correct","B1",""
"seed-047","the delay","die Verspätung","noun","transport","learning","2","3","0","0","2026-07-08","correct","B1",""
"seed-048","the replacement bus","der Ersatzbus","noun","transport","learning","0","1","0","0","2026-06-08","correct","B2",""
"seed-049","to change trains","umsteigen","verb","transport","learning","1","2","0","0","2026-06-08","correct","B1",""
"seed-050","to miss the train","den Zug verpassen","phrase","transport","new","0","0","0","0","","","B1",""
"seed-051","the ticket machine","der Fahrkartenautomat","noun","transport","new","0","0","0","0","","","B1",""
"seed-052","the monthly pass","die Monatskarte","noun","transport","new","0","0","0","0","","","B1",""
"seed-053","the bike lane","der Fahrradweg","noun","transport","new","0","0","0","0","","","B1",""
"seed-054","the intersection","die Kreuzung","noun","transport","new","0","0","0","0","","","B1",""
"seed-055","the health insurance","die Krankenversicherung","noun","gesundheit","new","0","0","0","0","","","B2",""
"seed-056","the appointment with a doctor","der Arzttermin","noun","gesundheit","learning","2","5","0","1","2026-07-11","correct","B1",""
"seed-057","the prescription","das Rezept","noun","gesundheit","mastered","3","6","2","0","2026-07-12","correct","B1","Also means recipe."
"seed-058","the pharmacy","die Apotheke","noun","gesundheit","learning","1","3","0","0","2026-07-08","half","A2",""
"seed-059","the pain","der Schmerz","noun","gesundheit","new","0","0","0","0","","","B1",""
"seed-060","to cough","husten","verb","gesundheit","mastered","3","6","1","0","2026-07-09","correct","A2",""
"seed-061","the fever","das Fieber","noun","gesundheit","learning","1","4","1","0","2026-06-18","correct","A2",""
"seed-062","sick leave","die Krankschreibung","noun","gesundheit","new","0","0","0","0","","","B2",""
"seed-063","to recover","sich erholen","verb","gesundheit","new","0","0","0","0","","","B1",""
"seed-064","dizzy","schwindelig","adjective","gesundheit","new","0","0","0","0","","","B1",""
"seed-065","the authority office","die Behörde","noun","behörden","new","0","0","0","0","","","B2",""
"seed-066","the registration office","das Bürgeramt","noun","behörden","new","0","0","0","0","","","B1",""
"seed-067","the registration","die Anmeldung","noun","behörden","new","0","0","0","0","","","B1",""
"seed-068","the residence permit","der Aufenthaltstitel","noun","behörden","new","0","0","0","0","","","B2",""
"seed-069","the document","das Dokument","noun","behörden","new","0","0","0","0","","","B1",""
"seed-070","the form","das Formular","noun","behörden","new","0","0","0","0","","","B1",""
"seed-071","to fill out","ausfüllen","verb","behörden","mastered","4","4","0","0","2026-07-09","correct","B1",""
"seed-072","to submit","einreichen","verb","behörden","mastered","4","4","0","0","2026-07-09","correct","B2",""
"seed-073","valid","gültig","adjective","behörden","mastered","3","3","0","0","2026-07-09","correct","B1",""
"seed-074","the proof","der Nachweis","noun","behörden","new","0","0","0","0","","","B2",""
"seed-075","the leisure time","die Freizeit","noun","freizeit","new","0","0","0","0","","","B1",""
"seed-076","the hike","die Wanderung","noun","freizeit","new","0","0","0","0","","","B1",""
"seed-077","to relax","sich entspannen","verb","freizeit","new","0","0","0","0","","","B1",""
"seed-078","the club","der Verein","noun","freizeit","new","0","0","0","0","","","B1",""
"seed-079","the exhibition","die Ausstellung","noun","freizeit","learning","1","1","0","0","2026-07-08","correct","B1",""
"seed-080","to take part","teilnehmen","verb","freizeit","new","0","0","0","0","","","B1",""
"seed-081","the invitation","die Einladung","noun","freizeit","learning","1","3","0","1","2026-06-27","correct","B1",""
"seed-082","to cancel","absagen","verb","alltag","mastered","3","3","0","0","2026-07-09","correct","B1",""
"seed-083","to agree","zustimmen","verb","abstrakt","new","0","0","0","0","","","B1",""
"seed-084","to disagree","widersprechen","verb","abstrakt","new","0","0","0","0","","","B2",""
"seed-085","the opinion","die Meinung","noun","abstrakt","new","0","0","0","0","","","B1",""
"seed-086","the decision","die Entscheidung","noun","abstrakt","new","0","0","0","0","","","B1",""
"seed-087","the solution","die Lösung","noun","abstrakt","learning","1","2","0","0","2026-07-17","correct","B1",""
"seed-088","the reason","der Grund","noun","abstrakt","new","0","0","0","0","","","B1",""
"seed-089","the advantage","der Vorteil","noun","abstrakt","new","0","0","0","0","","","B1",""
"seed-090","the disadvantage","der Nachteil","noun","abstrakt","new","0","0","0","0","","","B1",""
"seed-091","to avoid","vermeiden","verb","abstrakt","new","0","0","0","0","","","B1",""
"seed-092","to compare","vergleichen","verb","abstrakt","mastered","3","6","2","0","2026-07-12","correct","B1",""
"seed-093","to depend on","abhängen von","phrase","abstrakt","new","0","0","0","0","","","B1",""
"seed-094","probably","wahrscheinlich","adverb","alltag","learning","1","1","0","0","2026-06-04","correct","B1",""
"seed-095","anyway","sowieso","adverb","alltag","learning","1","1","0","0","2026-06-04","correct","B1",""
"seed-096","meanwhile","inzwischen","adverb","alltag","learning","2","3","1","0","2026-06-05","correct","B1",""
"seed-097","at least","mindestens","adverb","alltag","mastered","3","16","5","0","2026-07-08","correct","B1",""
"seed-098","especially","besonders","adverb","alltag","mastered","6","11","3","0","2026-07-05","correct","B1",""
"seed-099","although","obwohl","conjunction","abstrakt","new","0","0","0","0","","","B1",""
"seed-100","therefore","deshalb","adverb","abstrakt","new","0","0","0","0","","","B1",""
"seed-101","despite that","trotzdem","adverb","abstrakt","learning","1","1","0","0","2026-07-13","correct","B1",""
"seed-102","to forget","vergessen","verb","alltag","learning","1","1","0","0","2026-06-06","correct","A2",""
"seed-103","to remember","sich erinnern","verb","alltag","mastered","6","9","2","0","2026-07-05","correct","B1",""
"seed-104","to decide","sich entscheiden","verb","abstrakt","learning","2","4","1","0","2026-07-16","correct","B1",""
"seed-105","to offer","anbieten","verb","alltag","mastered","5","10","3","0","2026-06-20","correct","B1",""
"seed-106","to complain","sich beschweren","verb","alltag","mastered","5","8","3","0","2026-06-14","correct","B1",""
"seed-107","the complaint","die Beschwerde","noun","alltag","learning","2","5","1","0","2026-06-20","correct","B1",""
"seed-108","the environment","die Umwelt","noun","abstrakt","new","0","0","0","0","","","B1",""
"seed-109","the waste separation","die Mülltrennung","noun","haushalt","new","0","0","0","0","","","B2",""
"seed-110","the neighborhood","die Nachbarschaft","noun","alltag","learning","1","2","0","1","2026-06-05","correct","B1",""
"seed-111","the accident","der Unfall","noun","transport","new","0","0","0","0","","","B1",""
"seed-112","the insurance","die Versicherung","noun","alltag","mastered","3","6","1","0","2026-06-18","correct","B1",""
"seed-113","the damage","der Schaden","noun","alltag","mastered","4","16","5","2","2026-06-24","correct","B1",""
"seed-114","to repair","reparieren","verb","haushalt","learning","1","2","0","0","2026-06-24","correct","B1",""
"seed-115","broken","kaputt","adjective","haushalt","mastered","5","5","0","0","2026-07-09","correct","A2",""
"seed-116","the tool","das Werkzeug","noun","haushalt","mastered","3","5","1","1","2026-06-24","correct","B1",""
"seed-117","careful","vorsichtig","adjective","alltag","mastered","4","14","6","0","2026-06-19","correct","B1",""
"seed-118","necessary","notwendig","adjective","abstrakt","new","0","0","0","0","","","B1",""
"seed-119","possible","möglich","adjective","abstrakt","new","0","0","0","0","","","B1",""
"seed-120","available","verfügbar","adjective","arbeit","new","0","0","0","0","","","B2",""
"seed-121","the requirement","die Voraussetzung","noun","arbeit","new","0","0","0","0","","","B2",""
"seed-122","the training","die Weiterbildung","noun","arbeit","new","0","0","0","0","","","B2",""
"seed-123","self-employed","selbstständig","adjective","arbeit","new","0","0","0","0","","","B2",""
"seed-124","the invoice","die Rechnung","noun","arbeit","learning","1","2","0","0","2026-07-13","correct","B1","Also means bill."
"seed-125","the bank transfer","die Überweisung","noun","alltag","learning","2","4","1","0","2026-07-13","correct","B1",""
"seed-126","the account","das Konto","noun","alltag","learning","1","3","0","1","2026-06-15","correct","B1",""
"seed-127","to withdraw money","Geld abheben","phrase","alltag","learning","2","3","1","0","2026-06-06","correct","B1",""
"f089709e-2eb8-4bde-acdc-496005851bd7","the workplace","der Arbeitsplatz","noun","arbeit","mastered","3","0","0","0","","","B1",""
"8cd0a075-126e-4afb-8d4b-9d0ac66de56c","the working hours","die Arbeitszeit","noun","arbeit","mastered","3","1","0","0","2026-07-16","correct","B1",""
"seed-130","part-time work","die Teilzeit","noun","arbeit","mastered","3","3","1","0","2026-06-18","correct","B1",""
"4943c500-f027-4b12-96ba-9aa06bab9bb4","full-time work","die Vollzeit","noun","arbeit","mastered","3","0","0","0","","","B1",""
"c2ee5af7-1243-4926-bd5d-f41824b9217e","the probation period","die Probezeit","noun","arbeit","mastered","3","0","0","0","","","B1",""
"6fb64e5f-44e7-4677-a399-8259e75acc45","the resignation","die Kündigung","noun","arbeit","mastered","3","0","0","0","","","B1",""
"aca8dd59-cc04-45cc-9775-06d232b7b3ba","the promotion","die Beförderung","noun","arbeit","mastered","3","0","0","0","","","B1",""
"fd6c98c7-c333-4417-b8aa-c573b51d9bce","the department","die Abteilung","noun","arbeit","mastered","3","0","0","0","","","B1",""
"24559a6c-78b1-437c-8707-b0b3347358e7","the team","das Team","noun","arbeit","mastered","3","1","0","0","2026-06-19","correct","B1",""
"149fa081-51a2-4738-96aa-55884dd10667","the supervisor","der Vorgesetzte","noun","arbeit","mastered","3","0","0","0","","","B1",""
"e45f3549-6194-4092-80cd-c8bf2759b517","the boss","der Chef","noun","arbeit","new","0","0","0","0","","","B1","Female: die Chefin."
"4a902f4e-8c44-4152-b0c2-2a6608f0d015","the employee","der Mitarbeiter","noun","arbeit","mastered","3","0","0","0","","","B1","Female: die Mitarbeiterin."
"80f58873-b98a-4f68-83bd-b2ef17982abd","the employer","der Arbeitgeber","noun","arbeit","mastered","3","0","0","0","","","B1",""
"47f066a9-0e79-44c9-9263-b256d92b50c2","the employee as worker","der Arbeitnehmer","noun","arbeit","mastered","3","0","0","0","","","B1",""
"32a15da8-6684-401f-8a6a-698189ffaabd","the shift","die Schicht","noun","arbeit","mastered","3","0","0","0","","","B1",""
"d3cf92fd-3ccd-4257-94e2-11b886e33048","the break","die Pause","noun","arbeit","new","0","0","0","0","","","B1",""
"16159706-8707-4a31-9b9e-1d2178ffc1e6","the project","das Projekt","noun","arbeit","mastered","3","0","0","0","","","B1",""
"fec68005-a4a3-4e19-afb9-d9073b41f780","the customer","der Kunde","noun","arbeit","new","0","0","0","0","","","B1","Female: die Kundin."
"c5a2aa4b-8658-49a3-b881-7c043dbc7b71","the client","der Auftraggeber","noun","arbeit","mastered","3","0","0","0","","","B1","Female: die Auftraggeberin."
"a56bd966-6431-4a10-ac3b-68243f0905ff","the order","der Auftrag","noun","arbeit","mastered","3","0","0","0","","","B1",""
"c32b44a1-27d5-4391-a40a-ee750d891a61","the presentation","die Präsentation","noun","arbeit","mastered","3","0","0","0","","","B1",""
"6811ea91-d762-4ff3-bcb4-e7bb299eaf60","the feedback","das Feedback","noun","arbeit","new","0","0","0","0","","","B1",""
"e6091cdc-53d0-4b8a-ba30-0ace8a6c73e6","the email","die E-Mail","noun","arbeit","mastered","3","1","0","0","2026-06-30","correct","B1",""
"662e7ba0-0263-4ce1-bb75-76356042329a","the message","die Nachricht","noun","arbeit","new","0","0","0","0","","","B1",""
"a73d343e-2e19-4452-b796-cac53965a750","the phone call","der Anruf","noun","arbeit","mastered","3","0","0","0","","","B1",""
"a4fe0456-d767-4096-a614-5a122d6b5e3d","the call","das Telefonat","noun","arbeit","mastered","3","0","0","0","","","B1",""
"0eadbd51-4842-4191-9530-aceca86bcd63","the office","das Büro","noun","arbeit","new","0","0","0","0","","","B1",""
"8924afba-7501-4da1-b48a-fafd964355e6","the home office","das Homeoffice","noun","arbeit","new","0","0","0","0","","","B1",""
"7209d92b-a0a6-43f8-8550-04292d17e815","the equipment","die Ausstattung","noun","arbeit","mastered","3","0","0","0","","","B1",""
"4fcc1e59-1e86-4dac-929a-0c36386ff2d3","the file","die Datei","noun","arbeit","mastered","3","0","0","0","","","B1",""
"6f05c376-5e8e-4feb-ae88-46cfb9629116","the folder","der Ordner","noun","arbeit","new","0","0","0","0","","","B1",""
"2d22f9b5-68ed-42f1-a821-f6eebba3be98","the printer","der Drucker","noun","arbeit","mastered","3","0","0","0","","","B1",""
"e4607c26-6043-4d58-ba75-2287593ef7f1","the appointment calendar","der Kalender","noun","arbeit","new","0","0","0","0","","","B1",""
"e233a255-0f53-4877-a07c-a5f2551f5748","the note","die Notiz","noun","arbeit","new","0","0","0","0","","","B1",""
"f5b9575e-f191-4dbd-aed2-467f10af4c60","the mistake at work","der Fehler","noun","arbeit","mastered","3","1","0","0","2026-07-13","correct","B1",""
"3b7f0fee-66e9-40ad-a905-3be35b16e679","to hire","einstellen","verb","arbeit","new","0","0","0","0","","","B1",""
"04b9aeea-2104-4e89-9917-90c97ed0301c","to quit","kündigen","verb","arbeit","mastered","3","0","0","0","","","B1",""
"seed-165","to plan","planen","verb","arbeit","new","0","0","0","0","","","B1",""
"seed-166","to organize","organisieren","verb","arbeit","new","0","0","0","0","","","B1",""
"seed-167","to prepare","vorbereiten","verb","arbeit","new","0","0","0","0","","","B1",""
"seed-168","to introduce","vorstellen","verb","arbeit","new","0","0","0","0","","","B1",""
"seed-169","to convince","überzeugen","verb","arbeit","new","0","0","0","0","","","B1",""
"seed-170","to cooperate","zusammenarbeiten","verb","arbeit","new","0","0","0","0","","","B1",""
"seed-171","to process","bearbeiten","verb","arbeit","new","0","0","0","0","","","B1",""
"seed-172","to reach someone","erreichen","verb","arbeit","new","0","0","0","0","","","B1",""
"seed-173","to report sick","sich krankmelden","verb","arbeit","new","0","0","0","0","","","B1",""
"seed-174","punctual","pünktlich","adjective","arbeit","new","0","0","0","0","","","B1",""
"seed-175","flexible","flexibel","adjective","arbeit","learning","1","2","0","0","2026-07-17","correct","B1",""
"seed-176","resilient","belastbar","adjective","arbeit","new","0","0","0","0","","","B1",""
"seed-177","suitable","geeignet","adjective","arbeit","new","0","0","0","0","","","B1",""
"seed-178","professional","beruflich","adjective","arbeit","new","0","0","0","0","","","B1",""
"seed-179","the bag","die Tasche","noun","alltag","mastered","4","6","2","0","2026-06-14","correct","B1",""
"seed-180","the key","der Schlüssel","noun","alltag","learning","1","3","0","1","2026-06-08","correct","B1",""
"seed-181","the wallet","das Portemonnaie","noun","alltag","mastered","4","11","4","1","2026-06-14","correct","B1",""
"seed-182","the ID card","der Ausweis","noun","alltag","learning","1","2","0","1","2026-06-05","correct","B1",""
"seed-183","the receipt as proof","die Quittung","noun","alltag","mastered","3","10","3","0","2026-06-17","correct","B1",""
"seed-184","the purchase","der Einkauf","noun","alltag","mastered","4","7","2","0","2026-06-15","correct","B1",""
"seed-185","the opening hours","die Öffnungszeiten","noun","alltag","mastered","4","6","1","1","2026-06-15","correct","B1",""
"seed-186","the shop","der Laden","noun","alltag","learning","1","1","0","0","2026-06-05","correct","B1",""
"seed-187","the bakery","die Bäckerei","noun","alltag","learning","1","1","0","0","2026-06-05","correct","B1",""
"seed-188","the butcher shop","die Metzgerei","noun","alltag","learning","1","1","0","0","2026-06-05","correct","B1",""
"seed-189","the offer","das Angebot","noun","alltag","learning","1","1","0","0","2026-06-05","correct","B1",""
"seed-190","the price","der Preis","noun","alltag","learning","1","1","0","0","2026-06-05","correct","B1",""
"seed-191","the size","die Größe","noun","alltag","learning","1","2","0","0","2026-07-05","correct","B1",""
"seed-192","the color","die Farbe","noun","alltag","learning","1","2","0","0","2026-07-05","correct","B1",""
"seed-193","the brand","die Marke","noun","alltag","learning","1","1","0","0","2026-06-05","correct","B1",""
"seed-194","the quality","die Qualität","noun","alltag","learning","1","1","0","0","2026-06-05","correct","B1",""
"seed-195","the delivery","die Lieferung","noun","alltag","learning","2","4","1","0","2026-06-18","correct","B1",""
"seed-196","the order online","die Bestellung","noun","alltag","mastered","4","15","7","1","2026-06-19","correct","B1",""
"seed-197","the return","die Rückgabe","noun","alltag","learning","1","2","0","0","2026-06-29","correct","B1",""
"seed-198","the exchange","der Umtausch","noun","alltag","learning","1","2","0","0","2026-06-20","correct","B1",""
"seed-199","the guarantee","die Garantie","noun","alltag","learning","1","1","0","0","2026-06-05","correct","B1",""
"seed-200","the customer card","die Kundenkarte","noun","alltag","learning","1","1","0","0","2026-06-05","correct","B1",""
"seed-201","the package","das Paket","noun","alltag","learning","1","2","0","0","2026-06-15","correct","B1",""
"seed-202","the parcel service","der Paketdienst","noun","alltag","mastered","3","12","3","3","2026-06-14","correct","B1",""
"seed-203","the post office","die Post","noun","alltag","mastered","4","7","1","2","2026-06-15","correct","B1",""
"seed-204","the address","die Adresse","noun","alltag","learning","1","1","0","0","2026-06-05","correct","B1",""
"seed-205","the phone number","die Telefonnummer","noun","alltag","mastered","4","8","2","2","2026-06-15","correct","B1",""
"seed-206","the contact","der Kontakt","noun","alltag","learning","1","1","0","0","2026-06-05","correct","B1",""
"seed-207","the calendar week","die Kalenderwoche","noun","alltag","mastered","4","8","2","2","2026-06-15","correct","B1",""
"seed-208","the everyday life","der Alltag","noun","alltag","learning","1","1","0","0","2026-06-05","correct","B1",""
"seed-209","the plan for the day","der Tagesplan","noun","alltag","mastered","5","8","3","0","2026-06-15","correct","B1",""
"seed-210","the habit","die Gewohnheit","noun","alltag","mastered","4","6","2","0","2026-06-17","correct","B1",""
"seed-211","the reminder","die Erinnerung","noun","alltag","mastered","4","6","2","0","2026-06-17","correct","B1",""
"seed-212","to shop","einkaufen","verb","alltag","learning","1","1","0","0","2026-06-05","correct","B1",""
"seed-213","to order","bestellen","verb","alltag","learning","1","1","0","0","2026-06-05","correct","B1",""
"seed-214","to return something","zurückgeben","verb","alltag","mastered","3","10","3","0","2026-07-08","correct","B1",""
"seed-215","to exchange","umtauschen","verb","alltag","learning","1","2","0","0","2026-06-29","correct","B1",""
"seed-216","to try out","ausprobieren","verb","alltag","mastered","3","11","4","0","2026-06-14","correct","B1",""
"seed-217","to try on","anprobieren","verb","alltag","learning","1","1","0","0","2026-06-05","correct","B1",""
"seed-218","to reserve","reservieren","verb","alltag","learning","1","1","0","0","2026-06-06","correct","B1",""
"seed-219","to save money","sparen","verb","alltag","mastered","5","6","2","0","2026-06-17","correct","B1",""
"seed-220","to spend money","Geld ausgeben","phrase","alltag","mastered","3","18","7","1","2026-06-21","correct","B1",""
"seed-221","to search for","suchen","verb","alltag","learning","1","3","0","0","2026-06-11","correct","B1",""
"seed-222","to find","finden","verb","alltag","mastered","5","6","2","0","2026-07-05","correct","B1",""
"seed-223","to lose","verlieren","verb","alltag","mastered","5","8","3","0","2026-06-21","correct","B1",""
"seed-224","to find again","wiederfinden","verb","alltag","learning","1","2","0","0","2026-06-08","correct","B1",""
"seed-225","to charge","aufladen","verb","alltag","mastered","4","9","3","0","2026-06-17","correct","B1",""
"seed-226","cheap","günstig","adjective","alltag","learning","1","1","0","0","2026-06-05","correct","B1",""
"seed-227","expensive","teuer","adjective","alltag","mastered","6","3","0","0","2026-06-27","correct","B1",""
"seed-228","comfortable","bequem","adjective","alltag","learning","2","3","1","0","2026-06-06","correct","B1",""
"seed-229","suitable in size","passend","adjective","alltag","mastered","4","7","3","0","2026-06-17","correct","B1",""
"seed-230","empty","leer","adjective","alltag","learning","1","1","0","0","2026-06-05","correct","B1",""
"seed-231","full","voll","adjective","alltag","learning","1","1","0","0","2026-06-06","correct","B1",""
"seed-232","fresh","frisch","adjective","alltag","learning","1","1","0","0","2026-06-06","correct","B1",""
"seed-233","used","gebraucht","adjective","alltag","learning","1","1","0","0","2026-06-05","correct","B1",""
"seed-234","tidy","ordentlich","adjective","alltag","mastered","4","8","4","0","2026-06-19","correct","B1",""
"seed-235","the room","das Zimmer","noun","haushalt","new","0","0","0","0","","","B1",""
"seed-236","the living room","das Wohnzimmer","noun","haushalt","new","0","0","0","0","","","B1",""
"seed-237","the bedroom","das Schlafzimmer","noun","haushalt","new","0","0","0","0","","","B1",""
"seed-238","the kitchen","die Küche","noun","haushalt","learning","1","2","0","0","2026-07-12","correct","B1",""
"seed-239","the bathroom","das Bad","noun","haushalt","new","0","0","0","0","","","B1",""
"seed-240","the hallway","der Flur","noun","haushalt","new","0","0","0","0","","","B1",""
"seed-241","the balcony","der Balkon","noun","haushalt","new","0","0","0","0","","","B1",""
"seed-242","the basement","der Keller","noun","haushalt","new","0","0","0","0","","","B1",""
"seed-243","the elevator","der Aufzug","noun","haushalt","new","0","0","0","0","","","B1",""
"seed-244","the door","die Tür","noun","haushalt","new","0","0","0","0","","","B1",""
"seed-245","the window","das Fenster","noun","haushalt","new","0","0","0","0","","","B1",""
"seed-246","the lamp","die Lampe","noun","haushalt","learning","1","3","0","1","2026-07-17","correct","B1",""
"seed-247","the wardrobe","der Schrank","noun","haushalt","new","0","0","0","0","","","B1",""
"seed-248","the shelf","das Regal","noun","haushalt","new","0","0","0","0","","","B1",""
"seed-249","the table","der Tisch","noun","haushalt","learning","1","2","0","0","2026-07-12","correct","B1",""
"seed-250","the chair","der Stuhl","noun","haushalt","new","0","0","0","0","","","B1",""
"seed-251","the bed","das Bett","noun","haushalt","new","0","0","0","0","","","B1",""
"seed-252","the sofa","das Sofa","noun","haushalt","new","0","0","0","0","","","B1",""
"seed-253","the carpet","der Teppich","noun","haushalt","new","0","0","0","0","","","B1",""
"seed-254","the curtain","die Gardine","noun","haushalt","new","0","0","0","0","","","B1",""
"seed-255","the stove","der Herd","noun","haushalt","new","0","0","0","0","","","B1",""
"seed-256","the refrigerator","der Kühlschrank","noun","haushalt","new","0","0","0","0","","","B1",""
"seed-257","the dishwasher","die Spülmaschine","noun","haushalt","new","0","0","0","0","","","B1",""
"seed-258","the washing machine","die Waschmaschine","noun","haushalt","learning","1","3","0","1","2026-07-13","correct","B1",""
"seed-259","the dryer","der Trockner","noun","haushalt","new","0","0","0","0","","","B1",""
"seed-260","the vacuum cleaner","der Staubsauger","noun","haushalt","new","0","0","0","0","","","B1",""
"seed-261","the broom","der Besen","noun","haushalt","new","0","0","0","0","","","B1",""
"seed-262","the cloth","der Lappen","noun","haushalt","new","0","0","0","0","","","B1",""
"seed-263","the bucket","der Eimer","noun","haushalt","new","0","0","0","0","","","B1",""
"seed-264","the cleaning product","das Putzmittel","noun","haushalt","new","0","0","0","0","","","B1",""
"seed-265","the socket","die Steckdose","noun","haushalt","new","0","0","0","0","","","B1",""
"seed-266","the light bulb","die Glühbirne","noun","haushalt","new","0","0","0","0","","","B1",""
"seed-267","the electricity","der Strom","noun","haushalt","new","0","0","0","0","","","B1",""
"seed-268","the water","das Wasser","noun","haushalt","new","0","0","0","0","","","B1",""
"seed-269","the utilities","die Nebenkosten","noun","haushalt","new","0","0","0","0","","","B1",""
"seed-270","the deposit","die Kaution","noun","haushalt","new","0","0","0","0","","","B1",""
"seed-271","the rental contract","der Mietvertrag","noun","haushalt","new","0","0","0","0","","","B1",""
"seed-272","the caretaker","der Hausmeister","noun","haushalt","new","0","0","0","0","","","B1",""
"seed-273","the neighbor","der Nachbar","noun","haushalt","learning","1","2","0","0","2026-07-12","correct","B1","Female: die Nachbarin."
"seed-274","the move to a new home","der Umzug","noun","haushalt","new","0","0","0","0","","","B1",""
"seed-275","to clean","putzen","verb","haushalt","new","0","0","0","0","","","B1",""
